,name,year,rating,metascore,num_votes
2385,My Beloved's House,1972,6.7,,182.0
2386,Victoria No. 203,1972,7.1,,175.0
2387,Raja Jani,1972,6.7,,171.0
2388,Mere Jeevan Saathi,1972,6.9,,157.0
2389,Destiny,1972,6.2,,124.0
2390,Lalkar (The Challenge),1972,6.3,,103.0
2391,Dastaan,1972,6.9,,102.0
2392,Samadhi,1972,6.7,,100.0
2393,Apna Desh,1972,7.0,,96.0
2394,Gora Aur Kala,1972,5.5,,92.0
2395,Anuraag,1972,7.1,,91.0
2396,A View,1972,6.1,,86.0
2397,Jawani Diwani,1972,7.0,,84.0
2398,Joroo Ka Ghulam,1972,6.9,,79.0
2399,Do Gaz Zameen Ke Neeche,1972,6.1,,78.0
2400,Paving Stone,1972,5.8,,75.0
2401,Be-Imaan,1972,6.9,,71.0
2402,Hot Spices,1972,6.0,,66.0
2403,Maya Darpan,1972,7.0,,65.0
2404,Jangal Mein Mangal,1972,6.7,,61.0
2405,Apradh,1972,7.0,,61.0
2406,Raampur Ka Lakshman,1972,6.3,,60.0
2407,Dil Daulat Duniya,1972,6.8,,55.0
2408,Shehzada,1972,6.6,,43.0
2409,Bansi and Birju,1972,5.4,,42.0
2410,Maalik,1972,6.5,,41.0
2411,Annadata,1972,6.8,,34.0
2412,Bhai Ho To Aisa,1972,6.0,,32.0
2413,Jaanwar Aur Insaan,1972,6.1,,30.0
2414,Roop Tera Mastana,1972,6.3,,29.0
2415,Gaon Hamara Shaher Tumhara,1972,6.7,,28.0
2416,Tangewala,1972,5.7,,28.0
2417,Shaadi Ke Baad,1972,5.1,,27.0
2418,Agathiyar,1972,6.3,,26.0
2419,Aankhon Aankhon Mein,1972,6.5,,26.0
2420,Aan Baan,1972,6.5,,26.0
2421,Yeh Gulistan Hamara,1972,6.7,,25.0
2422,Dharkan,1972,6.9,,24.0
2423,Double Cross,1972,4.8,,22.0
2424,Milap,1972,5.9,,22.0
2425,Shararat,1972,6.6,,22.0
2426,Rakhi Aur Hathkadi,1972,6.5,,21.0
2427,Ek Bar Mooskura Do,1972,6.3,,18.0
2428,Gomti Ke Kinare,1972,6.1,,18.0
2429,Anokha Milan,1972,6.4,,17.0
2430,Ek Hasina Do Diwane,1972,5.4,,17.0
2431,Ek Bechara,1972,4.7,,17.0
2432,Zindagi Zindagi,1972,6.5,,17.0
2433,Sabse Bada Sukh,1972,6.1,,14.0
2434,Rani Mera Naam,1972,5.2,,13.0
2435,Pyaar Diwana,1972,6.2,,13.0
2436,Mere Bhaiya,1972,5.7,,13.0
2437,Zaroorat,1972,6.3,,13.0
2438,Jeet,1972,4.9,,12.0
2439,Dil Ka Raaja,1972,5.6,,12.0
2440,Naag Panchami,1972,6.0,,12.0
2441,Zameen Aasmaan,1972,5.9,,12.0
2442,Haar Jeet,1972,5.1,,10.0
2443,Mome Ki Gudiya,1972,6.1,,10.0
2444,Wafaa,1972,3.8,,9.0
2445,Bees Saal Pehle,1972,5.2,,9.0
2446,Rivaaj,1972,6.3,,9.0
2447,Yaar Mera,1972,4.1,,9.0
2448,Ek Adhuri Kahani,1972,7.7,,9.0
2449,Anokha Daan,1972,7.0,,8.0
2450,Babul Ki Galiyaan,1972,5.9,,8.0
2451,Ek Khilari Bawan Pattey,1972,6.3,,7.0
2452,Do Yaar,1972,4.7,,7.0
2453,Bindiya Aur Bandook,1972,2.1,,7.0
2454,Sa-Re-Ga-Ma-Pa,1972,4.4,,7.0
2455,Anokhi Pehchan,1972,5.9,,7.0
2456,Sazaa,1972,5.0,,6.0
2457,Parchhaiyan,1972,6.7,,6.0
2458,Munimji,1972,5.8,,6.0
2459,Manavata,1972,7.3,,6.0
2460,Aankh Micholi,1972,6.2,,5.0
2461,Buniyaad,1972,6.4,,5.0
2462,Baazigar,1972,8.6,,5.0
2463,Do Bachche Dus Haath,1972,5.6,,5.0
2464,Sub Ka Saathi,1972,6.6,,5.0
2465,Loree,1972,,,
2466,Shiv Bhakat Baba Balak Nath,1972,,,
2467,Lalach,1972,,,
2468,Bhabhi Ka Ashirwad,1972,,,
2469,Midnight,1972,,,
2470,Jadoo Nagari,1972,,,
2471,Shahar Se Door,1972,,,
2472,Hunterwali,1972,,,
2473,Kavi Sammelan,1972,,,
2474,Kanch Aur Heera,1972,,,
2475,Pattharon Ka Shaher,1972,,,
2476,Kirchen,1972,,,
2477,Desh Ke Naam,1972,,,
2478,Miss Chaalbaaz,1972,,,
2479,Darar,1972,,,
2480,Aage Badho,1972,,,
2481,Bijli,1972,,,
2482,Baankelal,1972,,,
2483,Baharon Phool Barsao,II) (1972,,,
2484,Fighter Sheela,1972,,,
2485,Samanta,1972,,,
2486,Putlibai,1972,,,
2487,Bhaavna,1972,,,
2488,Lady James Bond,1972,,,
2489,Rajdhani Express,1972,,,
2490,Ustad Mera Naam,1972,,,
2491,Return of Johny,1972,,,
2492,Ratna Dakoo,1972,,,
2493,Kaun Sachcha Kaun Jhootha,1972,,,
2494,Maalik Tere Bande Hum,1972,,,
2495,Doctor X,1972,,,
2496,Chori Chori,1972,,,
2497,Rut Rangeeli Ayee,1972,,,
2498,Shakti Leelai,1972,,,
2499,Gunfighter Johnny,1972,,,
2500,Mahashivratri,1972,,,
2501,Kaamina,1972,,,
2502,Tanhai,1972,,,
2503,Mangetar,1972,,,
2504,Bandagi,1972,,,
2505,Janatar Adalat,1972,,,
2506,Shayar-e-Kashmir Mahjoor,1972,,,
2507,Grahan,1972,,,
2508,Savera,1972,,,
2509,Mehmil,1972,,,
2510,Sanadhi,1972,,,
2511,Sultana Daku,1972,,,
2512,Man Jaiye,1972,,,
2513,Achha Bura,1972,,,
2514,Trisandhya,1972,,,
2515,Narad Leela,1972,,,
2516,Samaanta,1972,,,
2517,Mehmaan,1972,,,
2518,Bharat Ke Shaheed,1972,,,
2519,Parivartan,1972,,,
2520,Jai Jwala,1972,,,
2521,Shackles,1973,7.6,,3515.0
2522,Pride,1973,7.9,,2498.0
2523,Yaadon Ki Baaraat,1973,7.4,,1823.0
2524,Bobby,1973,7.1,,1629.0
2525,Traitor,1973,7.3,,1429.0
2526,Trader,1973,7.2,,686.0
2527,Dhund,1973,7.2,,465.0
2528,Daag: A Poem of Love,1973,7.1,,393.0
2529,Duvidha,1973,7.1,,388.0
2530,Aa Gale Lag Jaa,1973,7.0,,298.0
2531,Anamika,1973,7.1,,264.0
2532,Heera Panna,1973,6.5,,231.0
2533,Achanak,1973,7.0,,180.0
2534,Blackmail,1973,6.8,,176.0
2535,Jugnu,1973,6.5,,169.0
2536,Padatik,1973,7.3,,165.0
2537,Loafer,1973,6.6,,132.0
2538,Manchali,1973,6.5,,121.0
2539,Deep Trap,1973,5.4,,115.0
2540,Hindustan Ki Kasam,1973,6.2,,114.0
2541,Joshila,1973,6.6,,91.0
2542,Tied Hands,1973,6.1,,89.0
2543,Raja Rani,1973,6.7,,85.0
2544,Aaj Ki Taaza Khabar,1973,7.3,,84.0
2545,Kahani Kismat Ki,1973,6.0,,83.0
2546,Jheel Ke Us Paar,1973,7.2,,80.0
2547,Chhupa Rustam,1973,7.2,,74.0
2548,Hanste Zakhm,1973,7.1,,70.0
2549,Banarasi Babu,1973,6.9,,65.0
2550,Gaddaar,1973,7.6,,54.0
2551,Phagun,1973,7.4,,51.0
2552,Jwar Bhata,1973,6.7,,50.0
2553,Shareef Budmaash,1973,6.7,,46.0
2554,Keemat,1973,6.8,,44.0
2555,Kuchhe Dhaage,1973,7.0,,43.0
2556,Anokhi Ada,1973,4.3,,39.0
2557,Jaise Ko Taisa,1973,5.3,,35.0
2558,Anhonee,1973,7.2,,32.0
2559,Honeymoon,1973,6.5,,30.0
2560,Taxi Driver,1973,6.2,,26.0
2561,Khoon Khoon,1973,5.2,,26.0
2562,Dharma,1973,6.5,,24.0
2563,Heera,1973,5.6,,23.0
2564,Naina,1973,6.0,,21.0
2565,Bada Kabutar,1973,5.1,,20.0
2566,Jesus,1973,6.4,,18.0
2567,Yauwan,1973,4.1,,17.0
2568,Gaai Aur Gori,1973,6.1,,15.0
2569,Jalte Badan,1973,5.6,,14.0
2570,Sweekar,1973,6.6,,13.0
2571,Ek Kunwari Ek Kunwara,1973,5.8,,13.0
2572,Kashmakash,1973,5.8,,12.0
2573,Rickshawala,1973,5.5,,11.0
2574,Ek Mutthi Aasmaan,1973,6.4,,11.0
2575,Nafrat,1973,5.4,,10.0
2576,Samjhauta,1973,6.2,,10.0
2577,Charitra,1973,6.3,,10.0
2578,Baal Mahabharat,1973,6.1,,9.0
2579,Dhamkee,1973,5.7,,9.0
2580,Mera Desh Mera Dharam,1973,6.0,,9.0
2581,Pyaar Ka Rishta,1973,6.2,,9.0
2582,Teen Chor,1973,6.1,,8.0
2583,Ghulam Begam Badshah,1973,6.2,,8.0
2584,Prem Parvat,1973,6.0,,8.0
2585,Suraj Aur Chanda,1973,5.6,,8.0
2586,Barkha Bahar,1973,5.9,,8.0
2587,Insaaf,1973,6.0,,8.0
2588,Naya Nasha,1973,4.4,,8.0
2589,Bheema Mera Haathi,1973,4.5,,6.0
2590,Prabhat,1973,6.2,,6.0
2591,Chhalia,1973,6.5,,6.0
2592,Kahani Hum Sab Ki,1973,3.0,,6.0
2593,Agni Rekha,1973,6.8,,6.0
2594,Chalaak,1973,5.2,,5.0
2595,Ek Nari Do Roop,1973,5.4,,5.0
2596,Door Nahin Manzil,1973,6.2,,5.0
2597,Nirdosh,1973,4.0,,5.0
2598,Mehmaan,1973,5.8,,5.0
2599,Vilaap,1973,,,
2600,Janma Deep,1973,,,
2601,Jai Hanuman,1973,,,
2602,Ganesh Chaturti,1973,,,
2603,Sampoorna Ramayan,1973,,,
2604,Ek Mousam Chota Sa,1973,,,
2605,Johny Mera Yaar,1973,,,
2606,Shree Krishna Bhakti,1973,,,
2607,Mera Shikar,1973,,,
2608,Rajkumar Sooraj,1973,,,
2609,Badle Ki Aag,1973,,,
2610,Dastaan E Kashmir,1973,,,
2611,Basti Aur Bazaar,1973,,,
2612,Alam Ara,1973,,,
2613,Gharibi Hatao,1973,,,
2614,Jhoom Utha Akash,1973,,,
2615,Sonal,1973,,,
2616,Pandav Banvas,1973,,,
2617,Ashiq C.I.D.,1973,,,
2618,Inspector Rekha,1973,,,
2619,Guru Aur Chela,1973,,,
2620,Jasoos Ladki,1973,,,
2621,Insaan Aur Insaan,1973,,,
2622,Chimni Ka Dhuan,1973,,,
2623,Hum Junglee Hain,1973,,,
2624,Phir Aya Toofan,1973,,,
2625,Rocky Mera Naam,1973,,,
2626,Seetaram Radheshyam,1973,,,
2627,Intezaar,1973,,,
2628,Apna Farz,1973,,,
2629,Vishnu Puran,1973,,,
2630,Naag Mere Saathi,1973,,,
2631,Mere Gharib Nawaz,1973,,,
2632,Rani Aur Jaani,1973,,,
2633,Daaman Aur Aag,1973,,,
2634,Paanch Dushman,1973,,,
2635,Wohi Raat Wohi Awaaz,1973,,,
2636,Hum Sab Chor Hain,1973,,,
2637,Kora Anchal,1973,,,
2638,Intezar,1973,,,
2639,Ek Naav Kinare Do,1973,,,
2640,Pyaasi Nadi,1973,,,
2641,Nannha Shikari,1973,,,
2642,Hifazat,1973,,,
2643,Kunwara Badan,1973,,,
2644,Sabak,1973,,,
2645,Nai Duniya Naye Log,1973,,,
2646,Haathi Ke Daant,1973,,,
2647,Ek Nao Do Kinare,1973,,,
2648,Dil Ki Rahen,1973,,,
2649,Aangan,1973,,,
2650,Mahasati Savitri,1973,,,
2651,Jyot Jale,1973,,,
2652,Ankur: The Seedling,1974,8.1,,992.0
2653,"Food, Clothing and Shelter",1974,6.9,,669.0
2654,Garm Hava,1974,8.1,,629.0
2655,Compelled,1974,7.1,,606.0
2656,Rajnigandha,1974,7.3,,530.0
2657,Roti,1974,6.9,,392.0
2658,Aap Ki Kasam,1974,6.9,,371.0
2659,The Bachelor Father,1974,7.1,,339.0
2660,Drunk,1974,6.3,,249.0
2661,Kora Kagaz,1974,7.4,,230.0
2662,Nameless,1974,6.8,,229.0
2663,Friend,1974,7.0,,201.0
2664,Manoranjan,1974,6.8,,189.0
2665,Aavishkar,1974,7.0,,183.0
2666,Ajanabee,1974,6.5,,153.0
2667,Naya Din Nai Raat,1974,7.0,,136.0
2668,Chor Machaye Shor,1974,6.4,,133.0
2669,27 Down,1974,7.0,,123.0
2670,36 Ghante,1974,6.8,,120.0
2671,Criterion,1974,6.0,,105.0
2672,Prem Nagar,1974,6.6,,102.0
2673,Khote Sikkay,1974,6.8,,97.0
2674,Haath Ki Safai,1974,6.7,,96.0
2675,Amir Garib,1974,6.7,,78.0
2676,Sagina,1974,7.1,,75.0
2677,Zehreela Insaan,1974,7.0,,59.0
2678,International Crook,1974,6.7,,55.0
2679,Imtihan,1974,7.3,,54.0
2680,Do Phool,1974,7.0,,53.0
2681,Ishq Ishq Ishq,1974,7.2,,53.0
2682,Bidaai,1974,6.6,,52.0
2683,Patthar Aur Payal,1974,6.6,,49.0
2684,Prem Shastra,1974,6.7,,47.0
2685,Geetaa Mera Naam,1974,6.8,,46.0
2686,Resham Ki Dori,1974,7.0,,44.0
2687,Charitraheen,1974,7.0,,43.0
2688,Pocket Maar,1974,6.6,,41.0
2689,Phir Kab Milogi,1974,6.2,,41.0
2690,Badhti Ka Naam Dadhi,1974,6.4,,34.0
2691,Hawas,1974,6.3,,33.0
2692,Humshakal,1974,5.7,,33.0
2693,5 Rifles,1974,6.4,,33.0
2694,Dulhan,1974,6.7,,30.0
2695,Woh Main Nahin,1974,7.2,,29.0
2696,Dil Diwana,1974,6.1,,28.0
2697,Hamrahi,1974,6.8,,25.0
2698,Call Girl,1974,6.6,,24.0
2699,Shandaar,1974,6.0,,24.0
2700,Imaan,1974,7.2,,24.0
2701,Chowkidar,1974,5.4,,20.0
2702,Chor Chor,1974,6.6,,20.0
2703,Har Har Mahadev,1974,6.8,,20.0
2704,Us-Paar,1974,6.7,,19.0
2705,Paap Aur Punya,1974,6.8,,17.0
2706,Anjaan Raahen,1974,7.0,,17.0
2707,Pran Jaye Par Vachan Na Jaye,1974,5.9,,17.0
2708,Vachan,1974,6.5,,15.0
2709,Shaitaan,1974,5.4,,15.0
2710,Trimurti,1974,6.2,,15.0
2711,Paise Ki Gudiya,1974,6.5,,15.0
2712,Goonj,1974,6.1,,13.0
2713,Badla,1974,6.2,,13.0
2714,Pancha Thanthram,1974,6.2,,13.0
2715,Kisan Aur Bhagwan,1974,5.9,,13.0
2716,Chhote Sarkar,1974,5.4,,12.0
2717,Espousal,1974,6.3,,11.0
2718,Aarop,1974,6.8,,11.0
2719,Mr. Romeo,1974,5.8,,10.0
2720,Ujala Hi Ujala,1974,6.2,,10.0
2721,Archana,1974,5.8,,10.0
2722,Insaaniyat,1974,6.3,,9.0
2723,Raja Kaka,1974,5.3,,9.0
2724,Jab Andhera Hota Hai,1974,6.1,,9.0
2725,Khoon Ki Keemat,1974,6.1,,9.0
2726,Hanuman Vijay,1974,7.2,,9.0
2727,Manzilein Aur Bhi Hain,1974,5.4,,9.0
2728,Thokar,1974,5.2,,8.0
2729,Farebi,1974,6.2,,8.0
2730,Jeevan Sangram,1974,6.6,,8.0
2731,Jadu Ka Shankh,1974,7.4,,8.0
2732,Azad Mohabbat,1974,4.4,,7.0
2733,Apradhi,1974,7.8,,5.0
2734,Nirmaan,1974,8.2,,5.0
2735,Doosri Sita,1974,6.2,,5.0
2736,Duniya Ka Mela,1974,6.0,,5.0
2737,Chattan Singh,1974,6.6,,5.0
2738,Ranuja Na Raja Ramdev,1974,,,
2739,Lav Kush,1974,,,
2740,Sati Anusuya,1974,,,
2741,Do Juari,1974,,,
2742,Yeh Chor Yeh Lutere,1974,,,
2743,Do Haath 100 Bandooken,1974,,,
2744,Bhoot Mera Saathi,1974,,,
2745,Yasmeen,1974,,,
2746,Roshni aur Andhera,1974,,,
2747,Sapane Suhane,1974,,,
2748,Dukh Sukh,1974,,,
2749,Himmatwali,1974,,,
2750,Paanch Dost,1974,,,
2751,Khooni Kaun,1974,,,
2752,Suhaani Raat,1974,,,
2753,Shubdin,1974,,,
2754,Kshitij,1974,,,
2755,Gupt Gyan,1974,,,
2756,Ganga,1974,,,
2757,Dak Bangla,1974,,,
2758,Amar Saheed Bhagat Singh,1974,,,
2759,Gaal Gulabi Nain Sharabi,1974,,,
2760,Ghatna,1974,,,
2761,Dastan-E-Laila Majnu,1974,,,
2762,Asliyat,1974,,,
2763,Ek Ladki Badnaam Si,1974,,,
2764,Hare Krishna,II) (1974,,,
2765,My Friend,1974,,,
2766,Subhadra Haran,1974,,,
2767,Alingan,1974,,,
2768,Maa Bahen Aur Biwi,1974,,,
2769,Shikwah,1974,,,
2770,Balak Dhruv,1974,,,
2771,Aakhri Nishan,1974,,,
2772,Ang Se Ang Lagaley,1974,,,
2773,Do Nambar Ke Amir,1974,,,
2774,Shikwa,1974,,,
2775,Do Chattane,1974,,,
2776,Do Aankhen,1974,,,
2777,Albeli,1974,,,
2778,Vada Tera Vada,1974,,,
2779,Sauda,1974,,,
2780,Pagli,1974,,,
2781,Shubh Din,1974,,,
2782,Dhuen Ki Lakeer,1974,,,
2783,Dora Babu,1974,,,
2784,Jai Radhe Krishna,1974,,,
2785,Shatranj Ke Mohre,1974,,,
2786,Dawat,1974,,,
2787,Bazaar Band Karo,1974,,,
2788,Badi Maa,1974,,,
2789,Aashiana,1974,,,
2790,Jeevan Rekha,1974,,,
2791,Jurm Aur Sazaa,1974,,,
2792,Faslah,1974,,,
2793,Kora Badan,1974,,,
2794,Sholay,1975,8.2,,49550.0
2795,Hush Hush,1975,8.4,,11034.0
2796,The Wall,1975,8.1,,9694.0
2797,Aandhi,1975,8.1,,1307.0
2798,Mili,1975,7.6,,1190.0
2799,Mausam,1975,8.1,,813.0
2800,Nishant,1975,7.6,,451.0
2801,Khel Khel Mein,1975,7.5,,336.0
2802,Conscience,1975,6.1,,308.0
2803,Absconding,1975,6.9,,283.0
2804,Dharmatma,1975,6.7,,267.0
2805,Pratiggya,1975,7.2,,264.0
2806,Julie,1975,6.1,,253.0
2807,Rafoo Chakkar,1975,6.9,,232.0
2808,Khushboo,1975,7.1,,228.0
2809,Amanush,1975,7.1,,198.0
2810,Prem Kahani,1975,6.6,,136.0
2811,Dharam Karam,1975,5.9,,120.0
2812,Chori Mera Kaam,1975,6.9,,116.0
2813,Jai Santoshi Maa,1975,6.2,,104.0
2814,Geet Gaata Chal,1975,7.5,,92.0
2815,Warrant,1975,7.0,,91.0
2816,Do Jasoos,1975,6.4,,87.0
2817,Chorus,1975,7.5,,73.0
2818,Uljhan,1975,6.7,,66.0
2819,Ek Mahal Ho Sapno Ka,1975,7.0,,55.0
2820,Sanyasi,1975,6.8,,54.0
2821,Salaakhen,1975,5.3,,47.0
2822,Kaala Sona,1975,6.4,,47.0
2823,Ponga Pandit,1975,6.6,,45.0
2824,Rani Aur Lalpari,1975,6.6,,41.0
2825,Aakraman,1975,6.4,,39.0
2826,Charandas Chor,1975,7.7,,39.0
2827,Saazish,1975,6.0,,36.0
2828,Himalay Se Ooncha,1975,5.6,,36.0
2829,Chaitali,1975,6.1,,35.0
2830,Toofan,1975,5.6,,34.0
2831,Zorro,II) (1975,5.3,,30.0
2832,Zinda Dil,1975,6.2,,29.0
2833,Anari,I) (1975,5.7,,28.0
2834,Zakhmee,1975,6.4,,27.0
2835,Sree Rama Anjaneya Yuddham,1975,7.5,,26.0
2836,Vandana,1975,7.5,,24.0
2837,Andhera,1975,5.1,,24.0
2838,Aakhri Dao,1975,5.3,,24.0
2839,Alakh Niranjan,1975,7.4,,22.0
2840,Sunehra Sansar,1975,5.4,,21.0
2841,Kahte Hain Mujhko Raja,1975,5.2,,20.0
2842,Anokha,1975,4.7,,19.0
2843,Lafange,1975,6.2,,19.0
2844,Dhoti Lota Aur Chowpatty,1975,4.5,,18.0
2845,Umar Qaid,1975,5.6,,18.0
2846,Raaja,1975,4.9,,17.0
2847,Mazaaq,1975,6.7,,15.0
2848,Apne Rang Hazaar,1975,6.1,,14.0
2849,Qaid,1975,5.7,,14.0
2850,Kaam Shastra,1975,6.4,,13.0
2851,Jaggu,1975,6.0,,11.0
2852,Apne Dushman,1975,6.6,,11.0
2853,Raftaar,1975,6.0,,10.0
2854,Chandanachi Choli Anga Anga Jali,1975,6.6,,9.0
2855,Natak,1975,5.8,,9.0
2856,Mere Sajna,1975,6.3,,9.0
2857,Kaagaz Ki Nao,1975,6.4,,9.0
2858,Maya Machindra,1975,7.6,,8.0
2859,Do Jhoot,1975,5.8,,8.0
2860,Sewak,1975,6.5,,8.0
2861,Jaan Hazir Hai,1975,5.9,,7.0
2862,Do Thug,1975,6.3,,7.0
2863,Vardaan,1975,7.4,,7.0
2864,Daaku,1975,5.9,,7.0
2865,Balak Aur Janwar,1975,5.4,,7.0
2866,Veeru Ustaad,1975,5.8,,6.0
2867,Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1975,5.5,,6.0
2868,Tumhara Kalloo,1975,6.3,,6.0
2869,Ranga Khush,1975,2.4,,5.0
2870,Munni,1975,7.0,,5.0
2871,Mrig Trishna,1975,,,
2872,Shri Ram Hanuman Yudha,1975,,,
2873,Kala Bazar,1975,,,
2874,Bhakti Mein Bhagwan,1975,,,
2875,Rangeen Duniya,1975,,,
2876,Inquilab Zindabad,1975,,,
2877,Maze Le Lo,1975,,,
2878,Barah Ghante,1975,,,
2879,Dayar E Madina,1975,,,
2880,Gupt Shastra,1975,,,
2881,Mahapavan Teerth Yatra,1975,,,
2882,Romeo in Sikkim,1975,,,
2883,Samasya,1975,,,
2884,Shree Satyanarayan Ki Maha Pooja,1975,,,
2885,Saraswati Lakshmi Parvati,1975,,,
2886,Baaghi Lutera,1975,,,
2887,Anjane Mehman,1975,,,
2888,Awara Ladki,1975,,,
2889,Sandhya,1975,,,
2890,Toofan Aur Bijlee,1975,,,
2891,Dimple,1975,,,
2892,Bombay Town,1975,,,
2893,Akela,1975,,,
2894,Ek Gaon Ki Kahani,1975,,,
2895,Mutthi Bhar Chawal,1975,,,
2896,Badnaam,1975,,,
2897,Stree Purush,1975,,,
2898,Ek Hans Ka Jora,1975,,,
2899,Angaarey,1975,,,
2900,Neelima,1975,,,
2901,Aag Aur Toofan,1975,,,
2902,Mounto,1975,,,
2903,Biwi Kiraya Ki,1975,,,
2904,Zindagi Aur Toofan,1975,,,
2905,Angarey,1975,,,
2906,Ganga Ki Kasam,1975,,,
2907,Sankalp,1975,,,
2908,Madhya Surya,1975,,,
2909,Mere Sartaj,1975,,,
2910,Chor Chor Chhupja,1975,,,
2911,Aakhri Geet,1975,,,
2912,Daku Aur Bhagwan,1975,,,
2913,Andolan,1975,,,
2914,Chhoti Si Baat,1976,8.3,,3502.0
2915,Sometimes,1976,7.4,,1861.0
2916,Foul Play,1976,6.8,,914.0
2917,Chitchor,1976,7.5,,542.0
2918,Manthan,1976,7.7,,428.0
2919,Nagin,1976,6.2,,396.0
2920,Two Strangers,1976,6.9,,391.0
2921,Court,1976,6.5,,258.0
2922,Kalicharan,1976,6.8,,234.0
2923,The Young Wife,1976,6.9,,188.0
2924,Charas,1976,6.5,,162.0
2925,Mehbooba,1976,6.5,,128.0
2926,Dus Numbri,1976,5.6,,100.0
2927,Manmatha Leelai,1976,7.5,,93.0
2928,Bairaag,1976,6.8,,88.0
2929,Fakira,1976,6.4,,88.0
2930,Maa,1976,6.4,,80.0
2931,Bajrangbali,1976,7.9,,78.0
2932,Ginny Aur Johny,1976,7.3,,77.0
2933,Bullet,1976,6.8,,72.0
2934,Ghashiram Kotwal,1976,6.7,,65.0
2935,Barood,1976,5.6,,56.0
2936,Arjun Pandit,1976,7.5,,54.0
2937,Chalte Chalte,1976,5.6,,50.0
2938,Bundal Baaz,1976,6.4,,47.0
2939,Jaaneman,1976,6.6,,45.0
2940,Shaque,1976,7.1,,43.0
2941,Mayura,1976,8.4,,41.0
2942,Tapasya,1976,6.9,,41.0
2943,Maha Chor,1976,5.9,,40.0
2944,Sabse Bada Rupaiya,1976,6.6,,38.0
2945,Ek Se Badhkar Ek,1976,7.2,,38.0
2946,Deewaangee,1976,6.3,,30.0
2947,Khaan Dost,1976,5.6,,30.0
2948,Aap Beati,1976,5.7,,29.0
2949,Nehle Pe Dehla,1976,5.2,,29.0
2950,Sita Swayamvar,1976,8.3,,27.0
2951,Zindagi,1976,6.8,,26.0
2952,Bhanwar,1976,6.2,,24.0
2953,Shankar Shambhu,1976,5.6,,23.0
2954,Shankar Dada,1976,6.2,,22.0
2955,Aaj Ka Mahaatma,1976,3.6,,22.0
2956,Sharafat Chhod Di Maine,1976,6.0,,21.0
2957,Udhar Ka Sindur,1976,5.4,,19.0
2958,Suntan,1976,6.8,,18.0
2959,Kabeela,1976,6.6,,16.0
2960,Mayooraa,1976,7.8,,15.0
2961,Sankoch,1976,6.4,,15.0
2962,Khalifa,1976,5.9,,14.0
2963,Rangila Ratan,1976,4.3,,13.0
2964,Mazdoor Zindabaad,1976,5.8,,13.0
2965,Gumrah,1976,4.5,,12.0
2966,Jeevan Jyoti,1976,6.3,,11.0
2967,Naach Uthe Sansaar,1976,5.8,,11.0
2968,Sangram,1976,4.5,,11.0
2969,Harfan Maulaa,1976,5.4,,10.0
2970,Lagaam,1976,6.4,,10.0
2971,Bhala Manus,1976,4.5,,10.0
2972,Mera Dharam Meri Maa,1976,7.7,,10.0
2973,Aaj Ka Ye Ghar,1976,4.4,,9.0
2974,Jai Mahalaxmi Maa,1976,7.2,,8.0
2975,Raakhi Aur Rifle,1976,6.3,,7.0
2976,Sajjo Rani,1976,6.4,,7.0
2977,Yashoda Krishna,1976,3.5,,6.0
2978,Kadambari,1976,6.5,,6.0
2979,Koi Jeeta Koi Haara,1976,7.4,,5.0
2980,Uranchoo,1976,,,
2981,Filmi Duniya Filmi Log,1976,,,
2982,Ma Amba Gabbarwali,1976,,,
2983,Pyar Ka Josh,1976,,,
2984,Aaj Ki Pukar,1976,,,
2985,Naya Samaj,1976,,,
2986,Phool aur Insaan,1976,,,
2987,Love in Kashmir,1976,,,
2988,Gora Babu,1976,,,
2989,Udaanchoo,1976,,,
2990,Idd Ka Salaam,1976,,,
2991,Teesra Patthar,1976,,,
2992,Chalees Chor,1976,,,
2993,Ladki Bholi Bhali,1976,,,
2994,Tu Hi Kaali Tu Hi Durga,1976,,,
2995,Gabbar Singh,1976,,,
2996,Noor E Ilaahi,1976,,,
2997,Fauji,1976,,,
2998,Yaari Zindabad,1976,,,
2999,Raeeszada,1976,,,
3000,Tu Hi Ram Tu Hi Krishna,1976,,,
3001,Sikka,1976,,,
3002,Bhagwan Samaye Sansar Mein,1976,,,
3003,Raees,1976,,,
3004,Kitne Paas Kitne Door,1976,,,
3005,Dampati,1976,,,
3006,Main Chor Hoon,1976,,,
3007,Bhoola Bhatka,1976,,,
3008,Naag Champa,1976,,,
3009,Jai Jagat Janani,1976,,,
3010,Play-Boy,1976,,,
3011,Mera Jiwan,1976,,,
3012,Noor-E-Irani,1976,,,
3013,Ali Baba,1976,,,
3014,Kasam,1976,,,
3015,Zamane Se Poocho,1976,,,
3016,Zid,1976,,,
3017,Do Shatru,1976,,,
3018,Meera Shyam,1976,,,
3019,Jai Balaji,1976,,,
3020,Amba Ambika Ambalika,1976,,,
3021,Sikandar,1976,,,
3022,Do Khiladi,1976,,,
3023,Shahi Lutera,1976,,,
3024,Alibaba,1976,,,
3025,Do Ladkiyan,1976,,,
3026,Aarambh,1976,,,
3027,Sangat,1976,,,
3028,Business Is People,1976,,,
3029,"Amar, Akbar and Anthony",1977,7.5,,6779.0
3030,Shatranj Ke Khilari,1977,7.7,,2919.0
3031,Upbringing,1977,6.9,,857.0
3032,Dharam Veer,1977,6.7,,643.0
3033,Bhumika,1977,7.6,,473.0
