,name,year,rating,metascore,num_votes
7244,Ramji Londonwaley,2005,6.7,,957.0
7245,Main Aisa Hi Hoon,2005,4.8,,957.0
7246,Bunny,2005,5.7,,868.0
7247,My Wife's Murder,2005,6.2,,850.0
7248,Amu,2005,7.3,54.0,824.0
7249,Shaadi No. 1,2005,3.5,,823.0
7250,Vaada,2005,5.6,,787.0
7251,Naina,2005,4.3,,739.0
7252,Maine Gandhi Ko Nahin Mara,2005,7.4,,682.0
7253,Silsiilay,2005,4.1,,676.0
7254,Yakeen,2005,5.1,,671.0
7255,Elaan,2005,4.4,,658.0
7256,Jo Bole So Nihaal,2005,3.6,,603.0
7257,Hanuman,2005,7.4,,584.0
7258,Blackmail,2005,4.2,,582.0
7259,A Sublime Love Story: Barsaat,2005,3.9,,576.0
7260,Super,2005,5.0,,562.0
7261,Ek Khiladi Ek Haseena,2005,5.8,,562.0
7262,Home Delivery,2005,3.2,,557.0
7263,Chicken Tikka Masala,2005,5.5,,518.0
7264,Sandai Kozhi,2005,6.9,,493.0
7265,Views of the Inner Chamber,2005,7.1,,443.0
7266,Mr Ya Miss,2005,3.6,,442.0
7267,Rog,2005,5.2,,440.0
7268,Jurm,2005,5.5,,429.0
7269,The Angrez,2005,7.3,,394.0
7270,Sins,2005,4.3,,367.0
7271,Allari Pidugu,2005,2.7,,318.0
7272,Andarivaadu,2005,4.4,,317.0
7273,James,2005,3.6,,316.0
7274,Whatever the Heart Says,2005,4.7,,316.0
7275,Zameer,2005,3.0,,311.0
7276,Khullam Khulla Pyaar Karen,2005,4.2,,304.0
7277,Kuchh Meetha Ho Jaye,2005,3.4,,271.0
7278,7 1/2 Phere: More Than a Wedding,2005,5.4,,254.0
7279,Sheesha,2005,3.5,,251.0
7280,Khamoshh... Khauff Ki Raat,2005,3.3,,229.0
7281,Subhash Chandra Bose,2005,3.1,,223.0
7282,Bhageeratha,2005,5.6,,204.0
7283,Koi Aap Sa: But Lovers Have to Be Friends,2005,5.4,,204.0
7284,Bachke Rehna Re Baba,2005,2.6,,197.0
7285,Jogi the King,2005,7.2,,186.0
7286,Padmashree Laloo Prasad Yadav,2005,2.5,,173.0
7287,Veerabhadra,2005,2.6,,168.0
7288,Pyaar Mein Twist,2005,5.9,,163.0
7289,Fareb,2005,4.3,,154.0
7290,Taj Mahal: An Eternal Love Story,2005,5.1,,154.0
7291,A Film by Aravind,2005,7.1,,148.0
7292,Andhrudu,2005,6.6,,144.0
7293,Man On Mission Jaanbaaz,2005,3.6,,138.0
7294,Priyasakhi,2005,4.7,,137.0
7295,Chehraa,2005,3.8,,122.0
7296,Nazar,2005,4.0,,115.0
7297,Kal: Yesterday and Tomorrow,2005,6.5,,109.0
7298,Daas,2005,4.0,,96.0
7299,Hum Dum,2005,7.0,,95.0
7300,Man on Mission Taqatwar,2005,8.9,,83.0
7301,The Film,2005,6.5,,79.0
7302,Koi Mere Dil Mein Hai,2005,4.9,,78.0
7303,Naam Gum Jaayega,2005,6.0,,74.0
7304,Siskiyaan,2005,5.0,,70.0
7305,Chaahat Ek Nasha...,2005,3.9,,70.0
7306,Fun: Can Be Dangerous Sometimes,2005,3.3,,68.0
7307,Anjaane: The Unkown,2005,4.0,,64.0
7308,Dansh,2005,7.1,,64.0
7309,C U at 9,2005,4.0,,62.0
7310,Rain: The Terror Within...,2005,3.3,,61.0
7311,Kasak,2005,4.6,,59.0
7312,Film Star,2005,5.3,,58.0
7313,Pehchaan: The Face of Truth,2005,5.8,,58.0
7314,Kashi from Village,2005,6.6,,55.0
7315,Ssukh,2005,5.2,,54.0
7316,Mr Prime Minister,2005,5.1,,53.0
7317,Nammanna,2005,6.3,,51.0
7318,Sye,2005,6.9,,51.0
7319,Angoor,2005,6.4,,51.0
7320,Mazaa Mazaa,2005,2.8,,51.0
7321,Chand Bujh Gaya,2005,6.9,,51.0
7322,Chand Sa Roshan Chehra,2005,5.0,,50.0
7323,Classic Dance of Love,2005,4.8,,50.0
7324,Bhagmati,2005,6.4,,49.0
7325,Bullet: Ek Dhamaka,2005,3.6,,48.0
7326,Shabnam Mausi,2005,6.2,,47.0
7327,Anjaan,2005,2.5,,44.0
7328,Dubai Return,2005,7.2,,41.0
7329,Double Cross: Ek Dhoka,2005,4.1,,41.0
7330,Chetna: The Excitement,2005,3.2,,40.0
7331,Encounter Dayanayak,2005,6.0,,37.0
7332,99.9 FM,2005,4.8,,36.0
7333,Sarivar Sari,2005,7.2,,36.0
7334,Tum... Ho Na!,2005,4.9,,36.0
7335,Bobby: Love and Lust,2005,4.7,,35.0
7336,Kantatar,2005,5.7,,34.0
7337,Time Pass,2005,4.3,,33.0
7338,Revati,2005,5.2,,33.0
7339,Navarasa,2005,7.5,,32.0
7340,Laila,2005,4.0,,31.0
7341,Mashooka,2005,5.4,,30.0
7342,Devaki,2005,4.3,,30.0
7343,Jeene Nahin Doonga,2005,6.8,,28.0
7344,Sudesi,2005,3.2,,28.0
7345,Rang De Basanti,2006,8.2,,107147.0
7346,Lage Raho Munna Bhai,2006,8.1,,41238.0
7347,Don,I) (2006,7.2,,33319.0
7348,Fanaa,2006,7.2,,30050.0
7349,Dhoom 2,2006,6.5,,22875.0
7350,Khosla's Nest,2006,8.3,,21440.0
7351,The Namesake,2006,7.5,82.0,18905.0
7352,Omkara,2006,8.1,,18383.0
7353,Kabhi Alvida Naa Kehna,2006,6.1,,17586.0
7354,Krrish,2006,6.4,68.0,17450.0
7355,Phir Hera Pheri,2006,6.8,,15869.0
7356,Hotchpotch: Fun Unlimited,2006,7.4,,14464.0
7357,Bhagam Bhag,2006,6.4,,10162.0
7358,Taxi No. 9 2 11: Nau Do Gyarah,2006,7.2,,8947.0
7359,Vivah,2006,6.6,,8617.0
7360,Chup Chup Ke,2006,6.8,,7788.0
7361,Sweetheart,2006,6.1,40.0,7771.0
7362,Dor,2006,7.9,,5475.0
7363,Malamaal Weekly,2006,6.9,,5372.0
7364,Gangster,2006,7.1,,5122.0
7365,36 China Town,2006,5.6,,4057.0
7366,Humko Deewana Kar Gaye,2006,5.2,,3801.0
7367,Zinda,2006,4.9,,3113.0
7368,Kabul Express,2006,6.8,,3025.0
7369,A Father's Affection for His Daughter,2006,5.4,,2943.0
7370,Pyaar Ke Side Effects,2006,6.7,,2925.0
7371,Corporate,2006,6.5,,1882.0
7372,Apna Sapna Money Money,2006,5.3,,1801.0
7373,Getting Scared Is Necessary,2006,5.4,,1796.0
7374,Umrao Jaan,2006,5.5,,1791.0
7375,Family: Ties of Blood,2006,5.6,,1779.0
7376,Valley of Flowers,2006,7.0,,1742.0
7377,Sainikudu,2006,5.1,,1565.0
7378,Aathi,2006,3.7,,1394.0
7379,Ahista Ahista,2006,7.0,,1376.0
7380,Fight Club: Members Only,2006,3.2,,1306.0
7381,Woh Lamhe,2006,6.6,,1166.0
7382,Different,2006,3.8,,1111.0
7383,Khan kluay,2006,5.9,,1109.0
7384,I See You,2006,4.1,,1081.0
7385,Aksar,2006,4.8,,1057.0
7386,I'm Screwed by Getting Married,2006,4.1,,998.0
7387,The Killer,2006,4.6,,989.0
7388,Naksha,2006,3.2,,971.0
7389,Mere Jeevan Saathi,2006,3.5,,843.0
7390,Aap Ki Khatir,2006,3.6,,813.0
7391,Faryad moorcheha,2006,6.0,,812.0
7392,Pyare Mohan,2006,3.2,,779.0
7393,Sandwich,2006,5.4,,744.0
7394,The Love Season,2006,2.3,,724.0
7395,Shaadi Se Pehle,2006,4.0,,710.0
7396,Bangaram,2006,4.7,,708.0
7397,Yun Hota Toh Kya Hota,2006,6.7,,614.0
7398,Mixed Doubles,2006,6.4,,611.0
7399,My Faraway Bride,2006,4.7,,605.0
7400,Anthony Kaun Hai?,2006,5.3,,577.0
7401,"Tom, Dick, and Harry",2006,3.2,,539.0
7402,Deadline: Sirf 24 Ghante,2006,6.3,,517.0
7403,Humko Tumse Pyaar Hai,2006,4.8,,511.0
7404,Bas Ek Pal,2006,5.9,,476.0
7405,Dil Diya Hai,2006,3.5,,444.0
7406,Jawani Diwani: A Youthful Joyride,2006,2.9,,443.0
7407,Tathastu,2006,4.5,,435.0
7408,Gafla,2006,7.2,,387.0
7409,Ankahee,2006,4.1,,349.0
7410,Anuranan,2006,6.8,,344.0
7411,Darwaza Bandh Rakho,2006,5.3,,319.0
7412,Shiva,2006,4.0,,314.0
7413,Rocky,2006,4.0,,308.0
7414,Banaras,2006,6.2,,308.0
7415,Aryan: Unbreakable,2006,4.5,,288.0
7416,Teesri Aankh: The Hidden Camera,2006,2.6,,283.0
7417,Boss,2006,4.2,,273.0
7418,Jigyaasa,2006,3.6,,258.0
7419,Zindaggi Rocks,2006,4.0,,229.0
7420,Chingaari,2006,4.8,,174.0
7421,Jaane Hoga Kya,2006,2.7,,163.0
7422,Return to Rajapur,2006,6.2,,151.0
7423,Holiday,2006,4.6,,138.0
7424,Bhoot Unkle,2006,4.2,,135.0
7425,Yatra,2006,6.3,,130.0
7426,Ladies Tailor,2006,3.5,,113.0
7427,Hyderabad Nawabs,2006,6.9,,108.0
7428,Sarhad Paar,2006,4.1,,106.0
7429,Aatma,2006,4.3,,77.0
7430,Hubballi,2006,6.9,,75.0
7431,Sivappathikaaram,2006,5.4,,67.0
7432,Kudiyon Ka Hai Zamaana,2006,3.6,,65.0
7433,Umar,2006,5.5,,64.0
7434,Thirupathi,2006,6.4,,60.0
7435,Come December,2006,5.7,,57.0
7436,Ganga,2006,4.9,,55.0
7437,Naughty Boy,2006,3.6,,54.0
7438,Mera Dil Leke Dekho,2006,6.8,,54.0
7439,Free Entry,2006,5.1,,52.0
7440,Little Box of Sweets,2006,6.4,,44.0
7441,Chinnodu,2006,4.1,,43.0
7442,Prateeksha,2006,5.6,,43.0
7443,Rehguzar,2006,6.1,,42.0
7444,Aaj Ka Gunda Raaj,2006,6.4,,40.0
7445,Mr. 100%,2006,4.7,,40.0
7446,Iqraar: By Chance,2006,4.7,,39.0
7447,Souten: The Other Woman,2006,4.8,,39.0
7448,Love Ke Chakkar Mein,2006,4.3,,39.0
7449,Unns: Love... Forever,2006,3.4,,38.0
7450,Ei8ht Shani,2006,4.6,,35.0
7451,Men Not Allowed,2006,3.9,,33.0
7452,Jaana... Let's Fall in Love,2006,5.8,,33.0
7453,Kachchi Sadak,2006,6.2,,30.0
7454,Shoonya,2006,7.1,,29.0
7455,Jai Santoshi Maa,2006,6.6,,28.0
7456,Utthaan,2006,4.3,,28.0
7457,Chand Ke Paar Chalo,2006,7.4,,27.0
7458,Bold,2006,4.9,,27.0
7459,Janani,2006,4.8,,24.0
7460,Sacred Evil,2006,6.0,,24.0
7461,Shahji ki Advice,2006,7.5,,22.0
7462,Katputtli,2006,5.9,,22.0
7463,With Luv... Tumhaara,2006,6.7,,20.0
7464,Offshore,2006,6.6,,19.0
7465,Kizhakku Kadarkarai Salai,2006,3.3,,17.0
7466,Aaj Ka Laawaris,2006,6.2,,17.0
7467,Doodh Aur Apheem,2006,7.1,,16.0
7468,Aisa Kyon Hota Hai?,2006,4.4,,16.0
7469,Sun Zarra,2006,6.1,,15.0
7470,Ek Se Mera Kya Hoga,2006,4.7,,14.0
7471,Hota Hai Dil Pyaar Mein Paagal,2006,5.4,,14.0
7472,Love in Japan,2006,3.2,,12.0
7473,Devi Maa,2006,7.2,,12.0
7474,We R Friends,2006,5.5,,11.0
7475,Dil Se Pooch... Kidhar Jaana Hai,2006,6.6,,11.0
7476,Love Day,2006,3.4,,9.0
7477,Adharm,2006,5.9,,9.0
7478,Vidhyaarthi: The Power of Students,2006,5.0,,8.0
7479,Anokhe Amar Shaheed Baba Deep Singh Ji,2006,7.2,,8.0
7480,Struggler,2006,6.6,,8.0
7481,Dhadkanein,2006,5.1,,8.0
7482,Madhubaala,2006,3.7,,7.0
7483,Palak,2006,6.1,,7.0
7484,Shaitani Dracula,2006,5.0,,5.0
7485,Meri Majboorii...,2006,2.4,,5.0
7486,Hitlist,2006,,,
7487,Butterfly Chase,2006,,,
7488,BANDU BOXER,2006,,,
7489,LUKKA CHUPPI,2006,,,
7490,LILKEE,2006,,,
7491,Tera Pati Mera Pyaar,2006,,,
7492,Garam Padosan,2006,,,
7493,Kaamwali,2006,,,
7494,Red Light,II) (2006,,,
7495,Taare Zameen Par,2007,8.4,,158043.0
7496,Chak de! India,2007,8.2,68.0,70928.0
7497,Jab We Met,2007,7.9,,45517.0
7498,Om Shanti Om,2007,6.7,,37420.0
7499,Guru,2007,7.7,70.0,21147.0
7500,Bhool Bhulaiyaa,2007,7.3,,20611.0
7501,Namastey London,2007,7.1,,20161.0
7502,Welcome,I) (2007,6.8,,17201.0
7503,Heyy Babyy,2007,6.0,,12685.0
7504,Dhamaal,2007,7.3,,12378.0
7505,Johnny the Traitor,2007,7.8,,11090.0
7506,Bheja Fry,2007,7.6,,10824.0
7507,Partner,2007,5.7,,10763.0
7508,Life in a Metro,2007,7.4,,10653.0
7509,Shootout at Lokhandwala,2007,7.1,,9070.0
7510,My Love,2007,5.3,44.0,7088.0
7511,Manorama: Six Feet Under,2007,7.6,,6541.0
7512,Fire,2007,1.7,,6472.0
7513,No Smoking,2007,7.2,,6251.0
7514,Awarapan,2007,7.3,,6173.0
7515,A Tribute to Love,2007,5.1,,5043.0
7516,Less Sugar,2007,6.8,,4761.0
7517,Dhol,2007,6.2,,4655.0
7518,Ek Chalis Ki Last Local,2007,7.3,,4536.0
7519,Ta Ra Rum Pum,2007,5.6,49.0,4062.0
7520,The Royal Guard,2007,6.1,69.0,3071.0
7521,Keep Dancing,2007,3.7,,2939.0
7522,Aaja Nachle,2007,6.3,,2806.0
7523,Dil Dosti Etc,2007,7.0,,2689.0
7524,Apne,2007,6.0,,2673.0
7525,Dhan Dhana Dhan Goal,2007,4.9,,2243.0
7526,Journey of a Woman,2007,5.3,,2226.0
7527,Honeymoon Travels Pvt. Ltd.,2007,6.1,,2224.0
7528,MP3: Mera Pehla Pehla Pyaar,2007,7.1,,2087.0
7529,Fool N Final,2007,3.4,,1792.0
7530,Cash,2007,3.4,,1768.0
7531,Athidhi,2007,5.5,,1682.0
7532,"Good Boy, Bad Boy",2007,3.7,,1613.0
7533,Joy: The Real Love Story,2007,2.1,,1581.0
7534,"Gandhi, My Father",2007,7.3,57.0,1541.0
7535,1971,2007,8.1,,1535.0
7536,Speechless,2007,5.4,,1533.0
7537,Ten Stories,2007,5.7,,1482.0
7538,Traffic Signal,2007,6.5,,1422.0
7539,Desamuduru,2007,6.1,,1359.0
7540,Naqaab,2007,5.3,,1301.0
7541,The Last Lear,2007,7.0,,1026.0
7542,The Train: Some Lines Should Never Be Crossed...,2007,4.3,,1004.0
7543,Dharm,2007,8.0,,959.0
7544,Chain Kulii Ki Main Kulii,2007,5.5,,953.0
7545,Anwar,2007,6.7,,818.0
7546,Aalwar,2007,3.1,,756.0
7547,Big Brother,2007,3.8,,738.0
7548,Darling,III) (2007,3.8,,561.0
7549,Return of Hanuman,2007,7.1,,547.0
7550,Shakalaka Boom Boom,2007,2.4,,545.0
7551,Risk,2007,6.7,,534.0
7552,Speed,2007,2.9,,501.0
7553,Khoya Khoya Chand,2007,6.3,,489.0
7554,Nehlle Pe Dehlla,2007,3.8,,454.0
7555,Just Married,2007,5.4,,452.0
7556,Hattrick,2007,4.2,,428.0
7557,Dhokha,2007,6.3,,424.0
7558,Nanhe Jaisalmer: A Dream Come True,2007,6.0,,384.0
7559,Thulasi,2007,5.4,,373.0
7560,Lezioni di volo,2007,6.2,,352.0
7561,Buddha Mar Gaya,2007,2.5,,346.0
7562,Journey Bombay to Goa: Laughter Unlimited,2007,4.5,,341.0
7563,Swami,2007,7.0,,337.0
7564,Strangers,III) (2007,5.0,,330.0
7565,Kya Love Story Hai,2007,3.6,,325.0
7566,Red: The Dark Side,2007,3.3,,292.0
7567,Raqeeb,2007,4.2,,269.0
7568,Aggar: Passion Betrayal Terror,2007,4.0,,269.0
7569,Life Mein Kabhie Kabhiee,2007,5.9,,253.0
7570,Red Swastik,2007,2.9,,213.0
7571,Undertrial,2007,6.6,,212.0
7572,Frozen,2007,7.1,,188.0
7573,Mumbai Salsa,2007,4.9,,179.0
7574,The Great Indian Butterfly,2007,6.2,,179.0
7575,Delhii Heights,2007,4.4,,177.0
7576,Aarya,2007,4.6,,173.0
7577,Kaafila,2007,3.4,,169.0
7578,Apna Asmaan,2007,6.3,,149.0
7579,Victoria No. 203: Diamonds Are Forever,2007,3.5,,145.0
7580,Cape Karma,2007,4.4,,135.0
7581,Go,2007,2.8,,135.0
7582,My Friend Ganesha,2007,4.4,,125.0
7583,Fear,I) (2007,3.7,,125.0
7584,Showbiz,2007,3.7,,110.0
7585,Gauri: The Unborn,2007,3.6,,102.0
7586,Chhodon Naa Yaar,2007,4.6,,86.0
7587,Say Salaam India: 'Let's Bring the Cup Home',2007,6.4,,84.0
7588,50 Lakh,2007,6.6,,73.0
7589,Raakh: A Poem Masked in Blood,2007,3.8,,63.0
7590,Deha,2007,6.5,,62.0
7591,It's Breaking News,2007,5.5,,61.0
7592,Anjaam,2007,6.2,,59.0
7593,Kaisay Kahein...,2007,6.3,,53.0
7594,Evadithe Nakenti,2007,6.4,,50.0
7595,Khanna & Iyer,2007,5.2,,49.0
7596,Ghutan,2007,5.1,,48.0
7597,Humne Jeena Seekh Liya,2007,6.9,,44.0
7598,Ek Krantiveer: Vasudev Balwant Phadke,2007,6.5,,36.0
7599,F. M. (Fun Aur Masti),2007,8.1,,34.0
7600,Manikanda,2007,3.9,,33.0
7601,Salaam Bacche,2007,5.9,,32.0
7602,Jahan Jaaeyega Hamen Paaeyega,2007,4.3,,32.0
7603,Jai Jagannath,2007,7.6,,27.0
7604,Gangotri,2007,6.9,,27.0
7605,Mahek,2007,8.3,,27.0
7606,68 Pages,2007,6.4,,26.0
7607,Aur Pappu Pass Ho Gaya,2007,3.7,,26.0
7608,Chandrahas,2007,4.6,,24.0
7609,Naya Jigar,2007,6.7,,24.0
7610,Staying Alive,2007,6.5,,23.0
7611,Game,2007,5.7,,22.0
7612,Mr. Hot Mr. Kool,2007,4.2,,20.0
7613,Hungama in Dubai,2007,6.5,,17.0
7614,Foto,2007,6.6,,16.0
7615,Inimey Nangathan,2007,5.9,,15.0
7616,Old Iss Gold,2007,5.3,,13.0
7617,Dahek: A Restless Mind,2007,6.2,,13.0
7618,Kuch Khatta Kuch Meetha,2007,4.2,,13.0
7619,Dumkata,2007,5.2,,12.0
7620,Highway 203,2007,5.9,,12.0
7621,Dosh,2007,6.1,,10.0
7622,Khallas: The Beginning of End,2007,4.4,,10.0
7623,Wounded,2007,6.2,,10.0
7624,Main Rony Aur Jony,2007,6.3,,9.0
7625,Gabbar Singh,2007,5.2,,8.0
7626,Adhura Sapna,2007,4.9,,8.0
7627,Satyabhama,2007,4.9,,8.0
7628,Sirf Romance: Love by Chance,2007,4.6,,7.0
7629,Kunwara Paying Guest,2007,6.5,,6.0
7630,Eik Dasttak,2007,5.5,,6.0
7631,Shri Siddhivinayak Mahima,2007,4.8,,6.0
7632,I'm in Love,2007,,,
7633,Rickshawali,2007,,,
7634,Ek Elan-e-jung,2007,,,
7635,Tales of Siva 2,2007,,,
7636,The Fighter,2007,,,
7637,Parveen Bobby,2007,,,
7638,Kahi Hai Woh Aas Pass,2007,,,
7639,Trouble in Paradyz,2007,,,
7640,Girl from Fiji,2007,,,
7641,Jodi,2007,,,
7642,Golden Boys,2007,,,
7643,Lara,2007,,,
7644,Ek Zakhm: The Blast,2007,,,
7645,A Wednesday,2008,8.1,,71674.0
7646,Ghajini,2008,7.3,,54823.0
7647,Rab Ne Bana Di Jodi,2008,7.2,,42286.0
7648,Jodhaa Akbar,2008,7.6,69.0,28687.0
7649,Jaane Tu... Ya Jaane Na,2008,7.5,,24582.0
7650,Rock On!!,2008,7.8,,20232.0
7651,Oye Lucky! Lucky Oye!,2008,7.7,,15638.0
7652,Singh Is King,2008,5.7,,13818.0
7653,Friendship,2008,6.5,,13353.0
7654,Race,I) (2008,6.7,,12475.0
7655,Fashion,2008,6.9,,11327.0
7656,Aamir,2008,7.7,,10278.0
7657,Watch Out Ladies,2008,6.2,,9957.0
7658,The Lord of Ghosts,2008,6.3,,7619.0
7659,Reign of Government,2008,6.8,,6994.0
7660,Hotchpotch Returns,2008,5.1,,6708.0
7661,Dasvidaniya,2008,7.8,,5831.0
7662,The Other End of the Line,2008,6.2,40.0,5677.0
7663,Mumbai Meri Jaan,2008,7.7,,5615.0
7664,Jannat: In Search of Heaven...,2008,6.9,,5556.0
7665,Kismat Konnection,2008,5.2,,5071.0
7666,Tashan,2008,3.8,,4727.0
7667,Prince,2008,4.1,,3824.0
7668,Shaurya: It Takes Courage to Make Right... Right,2008,7.3,,3638.0
7669,God You Are Great,2008,3.6,,3541.0
7670,Welcome to Sajjanpur,2008,6.9,,2970.0
7671,1920,2008,6.4,,2789.0
7672,Sunday,I) (2008,5.3,,2458.0
7673,U Me Aur Hum,2008,5.9,,2365.0
7674,One Two Three,2008,5.3,,2343.0
7675,The Legend of Drona,2008,2.0,,2321.0
7676,Kidnap,2008,4.6,,2234.0
7677,Love Story 2050,2008,2.6,,2227.0
7678,Thoda Pyaar Thoda Magic,2008,4.9,,2217.0
7679,Halla Bol,2008,6.1,,2107.0
7680,Heroes,2008,5.6,,1949.0
7681,Krazzy 4,2008,4.2,,1926.0
7682,Desh Drohi,2008,1.4,,1890.0
7683,Firaaq,2008,7.4,,1889.0
7684,Mere Baap Pehle Aap,2008,5.3,,1859.0
7685,Mithya,2008,7.1,,1845.0
7686,Hello,II) (2008,3.3,,1831.0
7687,Rang Rasiya,2008,7.0,,1755.0
7688,Roadside Romeo,2008,5.2,,1246.0
7689,Phoonk,2008,3.8,,1213.0
7690,Karzzzz,2008,2.1,,1166.0
7691,Mission Istaanbul,2008,3.4,,1018.0
7692,Sorry Bhai!,2008,6.2,,1004.0
7693,C Kkompany,2008,5.4,,950.0
7694,Y.M.I. Yeh Mera India,2008,7.7,,895.0
7695,Maharathi,2008,7.1,,889.0
7696,De Taali,2008,4.0,,772.0
7697,Ugly Aur Pagli,2008,3.7,,680.0
7698,Superstar,2008,5.9,,661.0
7699,Dil Kabaddi,2008,5.8,,627.0
7700,Black & White,I) (2008,6.2,,550.0
7701,EMI: Liya Hai To Chukana Padega,2008,4.3,,543.0
7702,Money Hai Toh Honey Hai,2008,2.8,,535.0
7703,Antardwand,2008,7.4,,513.0
7704,Chamku,2008,4.1,,487.0
7705,Maan Gaye Mughall-E-Azam,2008,3.1,,475.0
7706,My Name Is Anthony Gonsalves,2008,3.5,,450.0
7707,Ek Vivaah... Aisa Bhi,2008,5.3,,412.0
7708,Bombay to Bangkok,2008,4.6,,403.0
7709,Woodstock Villa,2008,3.4,,377.0
7710,Mukhbiir,2008,6.9,,369.0
7711,Mehbooba,2008,3.5,,328.0
7712,Hijack,2008,3.7,,300.0
7713,Hari Puttar: A Comedy of Terrors,2008,1.9,,268.0
7714,"Oh, My God!!",2008,5.4,,256.0
7715,Ru-Ba-Ru,2008,5.5,,241.0
7716,Anamika: The Untold Story,2008,3.4,,240.0
7717,Rama Rama Kya Hai Dramaaa,2008,4.0,,239.0
7718,Haal-e-Dil,2008,3.4,,230.0
7719,Summer 2007,2008,6.4,,227.0
7720,Contract,2008,4.2,,220.0
7721,Hulla,2008,6.4,,208.0
7722,Khela,2008,7.2,,192.0
7723,Jimmy,2008,1.6,,184.0
7724,Mr. White Mr. Black,2008,3.4,,183.0
7725,Ram Raaj,2008,4.7,,166.0
7726,Sathyam,2008,5.0,,159.0
7727,Via Darjeeling,2008,5.5,,155.0
7728,Souryam,2008,5.8,,147.0
7729,Bhram: An Illusion,2008,4.1,,105.0
7730,Mumbai Cutting,2008,6.3,,102.0
7731,Karma: Crime. Passion. Reincarnation,2008,5.3,,101.0
7732,Saas Bahu Aur Sensex,2008,5.2,,93.0
7733,Pazhani,2008,3.3,,91.0
7734,Sirf....: Life Looks Greener on the Other Side,2008,6.0,,91.0
7735,Meerabai Not Out,2008,3.9,,87.0
7736,Dhoom Dadakka,2008,3.5,,81.0
7737,When Kiran Met Karen,2008,5.0,,81.0
7738,Gumnaam: The Mystery,2008,3.6,,77.0
7739,Dashavatar,2008,6.2,,73.0
7740,Gooli,2008,6.6,,73.0
7741,Wafaa,2008,3.8,,72.0
7742,Phir Kabhi,2008,6.9,,70.0
7743,Kaamannana Makkalu,2008,6.8,,69.0
7744,Visakha Express,2008,5.0,,64.0
7745,Bach ke Zara,2008,2.8,,63.0
7746,Tulsi: Mathrudevobhava,2008,6.2,,61.0
7747,Don Muthu Swami,2008,5.0,,56.0
7748,My Friend Ganesha 2,2008,4.4,,51.0
7749,Rafoo Chakkar: Fun on the Run,2008,3.4,,49.0
7750,Ocean of an Old Man,2008,6.7,,41.0
7751,Thodi Life Thoda Magic,2008,4.2,,37.0
7752,Pirate's Blood,2008,4.1,,37.0
7753,Yaar Meri Zindagi,2008,4.9,,35.0
7754,"Lovesongs: Yesterday, Today & Tomorrow",2008,5.3,,35.0
7755,Pranali: The Tradition,2008,6.0,,34.0
7756,Ghatothkach,2008,6.3,,33.0
7757,Veer Yodha Prithviraj Chauhan,2008,7.4,,33.0
7758,Kahaani Gudiya Ki...: True Story of a Woman,2008,6.0,,30.0
7759,26th July at Barista,2008,3.1,,29.0
7760,Khushboo: The Fragraance of Love,2008,3.9,,22.0
7761,Chanchal,2008,4.1,,22.0
7762,Good Luck!,2008,3.1,,16.0
7763,Cheenti Cheenti Bang Bang,2008,4.2,,14.0
7764,Hum Sey Hai Jahaan,2008,3.9,,14.0
7765,Khallballi: Fun Unlimited,2008,6.7,,14.0
7766,The Firm Land,2008,5.6,,13.0
7767,Dhara,2008,4.6,,10.0
7768,Saanncha,2008,5.8,,10.0
7769,Love Has No Language,2008,6.2,,8.0
7770,Zabardast,2008,4.9,,8.0
7771,Phir Tauba Tauba,2008,2.9,,7.0
7772,Mission: The Last War,2008,6.0,,7.0
7773,Secrets of the Seven Sounds,2008,3.3,,7.0
7774,Pehli Nazar Ka Pyaar,2008,5.6,,5.0
7775,Memsahab,2008,,,
7776,Surabhi,2008,,,
7777,Pahli Bhool,2008,,,
7778,Jeena to Hai,2008,,,
7779,Seeking Love,2008,,,
7780,Manthan: Ek Kashmakash,2008,,,
7781,Ek Pyaar Aisa Bhi,2008,,,
7782,Shrameya: The Laborious,2008,,,
7783,Koi Bach Na Payega,2008,,,
7784,8 PM: A Murder Mystery,2008,,,
7785,Bank,2008,,,
7786,Kabhi Socha Bhi Na Tha,2008,,,
7787,Ishaara,2008,,,
7788,Manoj Bhaiya,2008,,,
7789,Muniya,2008,,,
7790,Veetho Vastha,2008,,,
7791,Jai Maa Sherawaali,2008,,,
7792,Ishq Ho Gaya Mamu,2008,,,
7793,Jhalak,2008,,,
7794,Besabar,2008,,,
7795,3 Idiots,2009,8.4,67.0,326236.0
7796,Dev.D,2009,8.0,,27700.0
7797,Wake Up Sid,2009,7.6,,26885.0
7798,Street Fighter: The Legend of Chun-Li,2009,3.7,17.0,22615.0
7799,Wanted,I) (2009,6.6,,18033.0
7800,Rocket Singh: Salesman of the Year,2009,7.5,,17878.0
7801,Scoundrel,2009,7.4,,16144.0
7802,Love Nowadays,2009,6.8,,14470.0
7803,The Abeer Color,2009,8.1,,13336.0
7804,A Wonderful Story About Strange Love,2009,6.3,,11963.0
7805,Father,2009,7.2,30.0,11079.0
7806,Billu,2009,6.2,,10199.0
7807,New York,2009,6.8,35.0,9969.0
7808,Luck by Chance,2009,7.0,58.0,9268.0
7809,Chandni Chowk to China,2009,4.0,44.0,7566.0
7810,De Dana Dan,2009,5.4,,6853.0
7811,Delhi-6,2009,6.1,45.0,6787.0
7812,Kambakkht Ishq,2009,3.9,,6428.0
